Entity,Code,Year,Patent application rates (OWID based on World Bank & UN)
Kenya,KEN,2013,2.833
Kenya,KEN,2014,2.868
Kenya,KEN,2015,2.9
Kiribati,KIR,2013,165.845
Kyrgyzstan,KGZ,1994,29.235
Kyrgyzstan,KGZ,1995,26.094
Kyrgyzstan,KGZ,1996,27.223
Kyrgyzstan,KGZ,1997,32.365
Kyrgyzstan,KGZ,1998,23.275
Kyrgyzstan,KGZ,1999,12.396
Kyrgyzstan,KGZ,2000,16.332
Kyrgyzstan,KGZ,2001,16.987
Kyrgyzstan,KGZ,2002,24.646
Kyrgyzstan,KGZ,2003,35.493
Kyrgyzstan,KGZ,2007,29.421
Kyrgyzstan,KGZ,2008,25.382
Kyrgyzstan,KGZ,2009,27.121
Kyrgyzstan,KGZ,2010,24.597
Kyrgyzstan,KGZ,2011,22.486
Kyrgyzstan,KGZ,2012,19.618
Kyrgyzstan,KGZ,2013,19.407
Kyrgyzstan,KGZ,2014,22.62
Kyrgyzstan,KGZ,2015,20.48
Late-demographic dividend,,1985,9.617
Late-demographic dividend,,1986,9.432
Late-demographic dividend,,1987,10.268
Late-demographic dividend,,1988,11.298
Late-demographic dividend,,1989,10.714
Late-demographic dividend,,1990,8.852
Late-demographic dividend,,1991,8.842
Late-demographic dividend,,1992,30.816
Late-demographic dividend,,1993,27.876
Late-demographic dividend,,1994,22.63
Late-demographic dividend,,1995,20.088
Late-demographic dividend,,1996,20.709
Late-demographic dividend,,1997,19.537
Late-demographic dividend,,1998,20.551
Late-demographic dividend,,1999,22.979
Late-demographic dividend,,2000,29.43
Late-demographic dividend,,2001,32.678
Late-demographic dividend,,2002,36.953
Late-demographic dividend,,2003,45.437
Late-demographic dividend,,2004,48.937
Late-demographic dividend,,2005,64.654
Late-demographic dividend,,2006,80.062
Late-demographic dividend,,2007,94.453
Late-demographic dividend,,2008,110.263
Late-demographic dividend,,2009,128.537
Late-demographic dividend,,2010,158.919
Late-demographic dividend,,2011,212.811
Late-demographic dividend,,2012,266.269
Late-demographic dividend,,2013,338.592
Late-demographic dividend,,2014,376.861
Late-demographic dividend,,2015,450.926
Latin America & Caribbean,,1985,7.933
Latin America & Caribbean,,1986,7.614
Latin America & Caribbean,,1987,9.059
Latin America & Caribbean,,1988,7.77
Latin America & Caribbean,,1989,8.211
Latin America & Caribbean,,1990,10.314
Latin America & Caribbean,,1991,9.798
Latin America & Caribbean,,1992,8.347
Latin America & Caribbean,,1993,9.641
Latin America & Caribbean,,1994,8.976
Latin America & Caribbean,,1995,9.014
Latin America & Caribbean,,1996,9.684
Latin America & Caribbean,,1997,9.374
Latin America & Caribbean,,1998,8.337
Latin America & Caribbean,,1999,9.062
Latin America & Caribbean,,2000,9.982
Latin America & Caribbean,,2001,9.627
Latin America & Caribbean,,2002,9.8
Latin America & Caribbean,,2003,10.339
Latin America & Caribbean,,2004,10.808
Latin America & Caribbean,,2005,11.363
Latin America & Caribbean,,2006,10.965
Latin America & Caribbean,,2007,11.285
Latin America & Caribbean,,2008,11.325
Latin America & Caribbean,,2009,10.817
Latin America & Caribbean,,2010,10.57
Latin America & Caribbean,,2011,11.91
Latin America & Caribbean,,2012,12.397
Latin America & Caribbean,,2013,12.28
Latin America & Caribbean,,2014,11.811
Latin America & Caribbean,,2015,11.866
Latin America & Caribbean (IDA & IBRD),,1985,8.217
Latin America & Caribbean (IDA & IBRD),,1986,7.888
Latin America & Caribbean (IDA & IBRD),,1987,9.385
Latin America & Caribbean (IDA & IBRD),,1988,8.037
Latin America & Caribbean (IDA & IBRD),,1989,8.501
Latin America & Caribbean (IDA & IBRD),,1990,10.669
Latin America & Caribbean (IDA & IBRD),,1991,10.135
Latin America & Caribbean (IDA & IBRD),,1992,8.626
Latin America & Caribbean (IDA & IBRD),,1993,9.964
Latin America & Caribbean (IDA & IBRD),,1994,9.014
Latin America & Caribbean (IDA & IBRD),,1995,9.091
Latin America & Caribbean (IDA & IBRD),,1996,9.828
Latin America & Caribbean (IDA & IBRD),,1997,9.453
Latin America & Caribbean (IDA & IBRD),,1998,8.605
Latin America & Caribbean (IDA & IBRD),,1999,9.131
Latin America & Caribbean (IDA & IBRD),,2000,10.296
Latin America & Caribbean (IDA & IBRD),,2001,9.926
Latin America & Caribbean (IDA & IBRD),,2002,10.1
Latin America & Caribbean (IDA & IBRD),,2003,10.65
Latin America & Caribbean (IDA & IBRD),,2004,11.134
Latin America & Caribbean (IDA & IBRD),,2005,11.509
Latin America & Caribbean (IDA & IBRD),,2006,11.117
Latin America & Caribbean (IDA & IBRD),,2007,11.475
Latin America & Caribbean (IDA & IBRD),,2008,11.526
Latin America & Caribbean (IDA & IBRD),,2009,11.02
Latin America & Caribbean (IDA & IBRD),,2010,10.866
Latin America & Caribbean (IDA & IBRD),,2011,12.133
Latin America & Caribbean (IDA & IBRD),,2012,12.666
Latin America & Caribbean (IDA & IBRD),,2013,12.56
Latin America & Caribbean (IDA & IBRD),,2014,12.081
Latin America & Caribbean (IDA & IBRD),,2015,12.178
Latin America & Caribbean (excluding high income),,1985,7.872
Latin America & Caribbean (excluding high income),,1986,7.675
Latin America & Caribbean (excluding high income),,1987,9.186
Latin America & Caribbean (excluding high income),,1988,7.83
Latin America & Caribbean (excluding high income),,1989,8.262
Latin America & Caribbean (excluding high income),,1990,10.449
Latin America & Caribbean (excluding high income),,1991,9.876
Latin America & Caribbean (excluding high income),,1992,8.25
Latin America & Caribbean (excluding high income),,1993,9.66
Latin America & Caribbean (excluding high income),,1994,8.885
Latin America & Caribbean (excluding high income),,1995,8.976
Latin America & Caribbean (excluding high income),,1996,9.728
Latin America & Caribbean (excluding high income),,1997,9.407
Latin America & Caribbean (excluding high income),,1998,8.274
Latin America & Caribbean (excluding high income),,1999,9.046
Latin America & Caribbean (excluding high income),,2000,9.908
Latin America & Caribbean (excluding high income),,2001,9.514
Latin America & Caribbean (excluding high income),,2002,9.457
Latin America & Caribbean (excluding high income),,2003,10.122
Latin America & Caribbean (excluding high income),,2004,10.534
Latin America & Caribbean (excluding high income),,2005,11.19
Latin America & Caribbean (excluding high income),,2006,10.897
Latin America & Caribbean (excluding high income),,2007,11.017
Latin America & Caribbean (excluding high income),,2008,10.844
Latin America & Caribbean (excluding high income),,2009,10.665
Latin America & Caribbean (excluding high income),,2010,10.45
Latin America & Caribbean (excluding high income),,2011,11.843
Latin America & Caribbean (excluding high income),,2012,12.349
Latin America & Caribbean (excluding high income),,2013,12.263
Latin America & Caribbean (excluding high income),,2014,11.52
Latin America & Caribbean (excluding high income),,2015,11.623
Latvia,LVA,1992,27.923
Latvia,LVA,1993,60.469
Latvia,LVA,1994,71.011
Latvia,LVA,1995,84.505
Latvia,LVA,1996,79.765
Latvia,LVA,1997,66.589
Latvia,LVA,1998,80.912
Latvia,LVA,1999,38.068
Latvia,LVA,2000,41.393
Latvia,LVA,2001,50.061
Latvia,LVA,2002,64.93
Latvia,LVA,2003,39.774
Latvia,LVA,2004,47.722
Latvia,LVA,2005,50.027
Latvia,LVA,2006,51.389
Latvia,LVA,2007,63.172
Latvia,LVA,2008,94.612
Latvia,LVA,2009,112.062
Latvia,LVA,2010,84.861
Latvia,LVA,2011,83.992
Latvia,LVA,2012,94.872
Latvia,LVA,2013,111.793
Latvia,LVA,2014,51.661
Latvia,LVA,2015,68.773
Lebanon,LBN,2013,19.901
Lebanon,LBN,2014,14.277
Lebanon,LBN,2015,18.799
Lesotho,LSO,1995,4.542
Lesotho,LSO,1996,0.56
Liberia,LBR,1991,2.912
Liberia,LBR,1993,6.999
Libya,LBY,1989,0.693
Libya,LBY,1990,2.254
Libya,LBY,1991,5.501
Libya,LBY,1993,3.154
Libya,LBY,1994,2.06
Libya,LBY,1995,1.212
Libya,LBY,1996,2.383
Lithuania,LTU,1991,7.829
Lithuania,LTU,1992,36.215
Lithuania,LTU,1993,112.149
Lithuania,LTU,1994,30.625
Lithuania,LTU,1995,29.208
Lithuania,LTU,1996,27.765
Lithuania,LTU,1997,34.964
Lithuania,LTU,1998,37.754
Lithuania,LTU,1999,24.402
Lithuania,LTU,2000,18.86
Lithuania,LTU,2001,19.592
Lithuania,LTU,2002,24.687
Lithuania,LTU,2003,18.74
Lithuania,LTU,2004,20.728
Lithuania,LTU,2005,20.466
Lithuania,LTU,2006,19.878
Lithuania,LTU,2007,19.187
Lithuania,LTU,2008,27.203
Lithuania,LTU,2009,28.771
Lithuania,LTU,2010,34.869
Lithuania,LTU,2011,30.712
Lithuania,LTU,2012,36.482
Lithuania,LTU,2013,39.558
Lithuania,LTU,2014,41.946
Lithuania,LTU,2015,34.769
Low & middle income,,1985,4.507
Low & middle income,,1986,4.422
Low & middle income,,1987,4.866
Low & middle income,,1988,5.03
Low & middle income,,1989,5.141
Low & middle income,,1990,3.89
Low & middle income,,1991,4.078
Low & middle income,,1992,13.463
Low & middle income,,1993,14.722
Low & middle income,,1994,11.405
Low & middle income,,1995,10.106
Low & middle income,,1996,10.224
Low & middle income,,1997,9.689
Low & middle income,,1998,10.187
Low & middle income,,1999,11.262
Low & middle income,,2000,14.009
Low & middle income,,2001,15.566
Low & middle income,,2002,16.138
Low & middle income,,2003,19.705
Low & middle income,,2004,21.629
Low & middle income,,2005,28.185
Low & middle income,,2006,34.373
Low & middle income,,2007,40.755
Low & middle income,,2008,47.337
Low & middle income,,2009,53.434
Low & middle income,,2010,64.792
Low & middle income,,2011,84.67
Low & middle income,,2012,103.814
Low & middle income,,2013,130.324
Low & middle income,,2014,143.953
Low & middle income,,2015,167.849
Lower middle income,,1985,0.888
Lower middle income,,1986,0.787
Lower middle income,,1987,0.822
Lower middle income,,1989,0.876
Lower middle income,,1990,0.965
Lower middle income,,1991,1.039
Lower middle income,,1992,1.362
Lower middle income,,1993,6.725
Lower middle income,,1994,4.774
Lower middle income,,1995,4.485
Lower middle income,,1996,3.84
Lower middle income,,1997,4.071
Lower middle income,,1998,4.597
Lower middle income,,1999,4.538
Lower middle income,,2000,4.67
Lower middle income,,2001,5.425
Lower middle income,,2002,3.109
Lower middle income,,2003,3.434
Lower middle income,,2004,4.258
Lower middle income,,2005,4.435
Lower middle income,,2006,4.584
Lower middle income,,2007,4.88
Lower middle income,,2008,4.8
Lower middle income,,2009,4.776
Lower middle income,,2010,5.497
Lower middle income,,2011,5.368
Lower middle income,,2012,5.216
Lower middle income,,2013,6.2
Lower middle income,,2014,6.358
Lower middle income,,2015,6.464
Luxembourg,LUX,1985,220.885
Luxembourg,LUX,1986,217.182
Luxembourg,LUX,1987,186.109
Luxembourg,LUX,1988,182.086
Luxembourg,LUX,1989,153.805
Luxembourg,LUX,1990,107.372
Luxembourg,LUX,1991,134.367
Luxembourg,LUX,1993,183.659
Luxembourg,LUX,1994,124.093
Luxembourg,LUX,1995,85.653
Luxembourg,LUX,1996,125.536
Luxembourg,LUX,1997,114.436
Luxembourg,LUX,1998,103.603
Luxembourg,LUX,1999,55.752
Luxembourg,LUX,2000,194.82
Luxembourg,LUX,2001,115.509
Luxembourg,LUX,2002,91.892
Luxembourg,LUX,2003,35.427
Luxembourg,LUX,2004,50.208
Luxembourg,LUX,2005,51.595
Luxembourg,LUX,2006,55.011
Luxembourg,LUX,2007,31.25
Luxembourg,LUX,2008,98.23
Luxembourg,LUX,2009,120.534
Luxembourg,LUX,2010,155.833
Luxembourg,LUX,2011,163.983
Luxembourg,LUX,2012,205.294
Luxembourg,LUX,2013,207.965
Luxembourg,LUX,2014,230.084
Luxembourg,LUX,2015,224.718
Macao,MAC,2005,6.217
Macao,MAC,2007,1.985
Macao,MAC,2008,5.833
Macao,MAC,2009,1.904
Macao,MAC,2010,7.449
Macao,MAC,2011,7.28
Macao,MAC,2012,8.888
Macao,MAC,2013,10.42
Macao,MAC,2014,3.397
Macao,MAC,2015,4.992
Madagascar,MDG,1994,0.689
Madagascar,MDG,1995,1.633
Madagascar,MDG,1996,0.503
Madagascar,MDG,1997,0.627
Madagascar,MDG,1998,0.945
Madagascar,MDG,1999,0.654
Madagascar,MDG,2000,0.444
Madagascar,MDG,2002,0.239
Madagascar,MDG,2003,0.174
Madagascar,MDG,2004,0.899
Madagascar,MDG,2005,0.382
Madagascar,MDG,2006,0.212
Madagascar,MDG,2007,0.463
Madagascar,MDG,2008,0.7
Madagascar,MDG,2009,0.049
Madagascar,MDG,2010,0.425
Madagascar,MDG,2011,0.138
Madagascar,MDG,2012,0.179
Madagascar,MDG,2013,0.174
Madagascar,MDG,2014,0.212
Madagascar,MDG,2015,0.124
Malawi,MWI,1988,0.116
Malawi,MWI,1989,0.11
Malawi,MWI,1991,0.104
Malawi,MWI,1992,0.206
Malawi,MWI,1993,0.308
Malawi,MWI,1994,0.102
Malawi,MWI,1995,0.101
Malawi,MWI,1996,0.198
Malawi,MWI,1997,0.193
Malawi,MWI,1998,0.187
Malawi,MWI,1999,0.091
Malawi,MWI,2000,0.264
Malawi,MWI,2012,0.248
Malawi,MWI,2013,0.241
Malawi,MWI,2014,0.293
Malawi,MWI,2015,0.341
Malaysia,MYS,1985,0.513
Malaysia,MYS,1986,1.807
Malaysia,MYS,1987,4.296
Malaysia,MYS,1988,4.287
Malaysia,MYS,1989,4.79
Malaysia,MYS,1990,5.1
Malaysia,MYS,1991,5.721
Malaysia,MYS,1992,7.942
Malaysia,MYS,1993,10.156
Malaysia,MYS,1994,11.157
Malaysia,MYS,1995,6.88
Malaysia,MYS,1996,10.512
Malaysia,MYS,1997,8.3
Malaysia,MYS,1998,8.728
Malaysia,MYS,1999,9.622
Malaysia,MYS,2000,8.885
Malaysia,MYS,2001,11.435
Malaysia,MYS,2002,13.306
Malaysia,MYS,2003,15.23
Malaysia,MYS,2004,20.736
Malaysia,MYS,2005,20.343
Malaysia,MYS,2006,20.311
Malaysia,MYS,2007,25.164
Malaysia,MYS,2008,30.172
Malaysia,MYS,2009,44.701
Malaysia,MYS,2010,43.789
Malaysia,MYS,2011,37.576
Malaysia,MYS,2012,38.189
Malaysia,MYS,2013,40.361
Malaysia,MYS,2014,44.76
Malaysia,MYS,2015,41.402
Malta,MLT,1986,14.615
Malta,MLT,1987,14.514
Malta,MLT,1988,8.637
Malta,MLT,1989,5.703
Malta,MLT,1990,5.647
Malta,MLT,1991,16.491
Malta,MLT,1992,8.161
Malta,MLT,1993,21.545
Malta,MLT,1994,56.03
Malta,MLT,1995,29.145
Malta,MLT,1996,15.793
Malta,MLT,1997,57.473
Malta,MLT,1998,20.764
Malta,MLT,1999,28.381
Malta,MLT,2000,58.961
Malta,MLT,2001,66.153
Malta,MLT,2002,55.56
Malta,MLT,2007,24.587
Malta,MLT,2008,34.198
Malta,MLT,2009,19.395
Malta,MLT,2010,28.95
Malta,MLT,2011,21.621
Malta,MLT,2012,26.225
Malta,MLT,2013,30.706
Malta,MLT,2014,11.7
Malta,MLT,2015,20.839
Mauritius,MUS,1985,3.92
Mauritius,MUS,1988,2.876
Mauritius,MUS,1990,0.944
Mauritius,MUS,1991,1.869
Mauritius,MUS,1993,1.823
Mauritius,MUS,1994,4.493
Mauritius,MUS,1995,2.673
Mauritius,MUS,1996,2.646
Mauritius,MUS,1997,2.613
Mauritius,MUS,1998,2.585
Mauritius,MUS,2008,1.608
Mauritius,MUS,2011,0.798
Mauritius,MUS,2012,3.185
Mauritius,MUS,2013,1.589
Mauritius,MUS,2014,2.379
Mauritius,MUS,2015,0.792
Mexico,MEX,1985,7.627
Mexico,MEX,1986,7.969
Mexico,MEX,1987,9.217
Mexico,MEX,1988,7.943
Mexico,MEX,1989,9.044
Mexico,MEX,1990,7.744
Mexico,MEX,1991,6.477
Mexico,MEX,1992,6.361
Mexico,MEX,1993,6.104
Mexico,MEX,1994,5.393
Mexico,MEX,1995,4.594
Mexico,MEX,1996,4.034
Mexico,MEX,1997,4.317
Mexico,MEX,1998,4.584
Mexico,MEX,1999,4.536
Mexico,MEX,2000,4.237
Mexico,MEX,2001,5.181
Mexico,MEX,2002,5.04
Mexico,MEX,2003,4.43
Mexico,MEX,2004,5.281
Mexico,MEX,2005,5.384
Mexico,MEX,2006,5.214
Mexico,MEX,2007,5.624
Mexico,MEX,2008,6.027
Mexico,MEX,2009,7.117
Mexico,MEX,2010,8.106
Mexico,MEX,2011,8.943
Mexico,MEX,2012,10.709
Mexico,MEX,2013,9.875
Mexico,MEX,2014,10.03
Mexico,MEX,2015,10.835
Middle East & North Africa,,1985,6.782
Middle East & North Africa,,1987,6.751
Middle East & North Africa,,1988,7.218
Middle East & North Africa,,1989,7.012
Middle East & North Africa,,1990,6.383
Middle East & North Africa,,1991,6.861
Middle East & North Africa,,1992,8.179
Middle East & North Africa,,1993,8.441
Middle East & North Africa,,1994,8.06
Middle East & North Africa,,1995,8.191
Middle East & North Africa,,1996,8.241
Middle East & North Africa,,1998,10.072
Middle East & North Africa,,1999,10.407
Middle East & North Africa,,2000,9.933
Middle East & North Africa,,2001,8.648
Middle East & North Africa,,2002,9.517
Middle East & North Africa,,2003,10.384
Middle East & North Africa,,2004,14.32
Middle East & North Africa,,2005,19.189
Middle East & North Africa,,2007,36.531
Middle East & North Africa,,2010,35.71
Middle East & North Africa,,2011,36.152
Middle East & North Africa,,2012,32.637
Middle East & North Africa,,2013,34.898
Middle East & North Africa,,2014,40.371
Middle East & North Africa (IDA & IBRD),,1985,3.553
Middle East & North Africa (IDA & IBRD),,1987,3.59
Middle East & North Africa (IDA & IBRD),,1988,3.442
Middle East & North Africa (IDA & IBRD),,1989,3.08
Middle East & North Africa (IDA & IBRD),,1990,2.496
Middle East & North Africa (IDA & IBRD),,1991,2.946
Middle East & North Africa (IDA & IBRD),,1992,3.208
Middle East & North Africa (IDA & IBRD),,1993,3.961
Middle East & North Africa (IDA & IBRD),,1994,3.785
Middle East & North Africa (IDA & IBRD),,1995,4.14
Middle East & North Africa (IDA & IBRD),,1996,4.515
Middle East & North Africa (IDA & IBRD),,1998,3.99
Middle East & North Africa (IDA & IBRD),,1999,4.033
Middle East & North Africa (IDA & IBRD),,2000,5.222
Middle East & North Africa (IDA & IBRD),,2001,5.212
Middle East & North Africa (IDA & IBRD),,2002,6.382
Middle East & North Africa (IDA & IBRD),,2003,7.165
Middle East & North Africa (IDA & IBRD),,2004,10.982
Middle East & North Africa (IDA & IBRD),,2005,16.183
Middle East & North Africa (IDA & IBRD),,2007,36.738
Middle East & North Africa (IDA & IBRD),,2010,36.528
Middle East & North Africa (IDA & IBRD),,2011,37.272
Middle East & North Africa (IDA & IBRD),,2012,34.447
Middle East & North Africa (IDA & IBRD),,2013,36.168
Middle East & North Africa (IDA & IBRD),,2014,42.533
Middle East & North Africa (excluding high income),,1985,3.553
Middle East & North Africa (excluding high income),,1987,3.59
Middle East & North Africa (excluding high income),,1988,3.442
Middle East & North Africa (excluding high income),,1989,3.08
Middle East & North Africa (excluding high income),,1990,2.475
Middle East & North Africa (excluding high income),,1991,2.92
Middle East & North Africa (excluding high income),,1992,3.179
Middle East & North Africa (excluding high income),,1993,3.924
Middle East & North Africa (excluding high income),,1994,3.749
Middle East & North Africa (excluding high income),,1995,4.099
Middle East & North Africa (excluding high income),,1996,4.47
Middle East & North Africa (excluding high income),,1998,3.949
Middle East & North Africa (excluding high income),,1999,3.991
Middle East & North Africa (excluding high income),,2000,5.168
Middle East & North Africa (excluding high income),,2001,5.157
Middle East & North Africa (excluding high income),,2002,6.315
Middle East & North Africa (excluding high income),,2003,7.088
Middle East & North Africa (excluding high income),,2004,10.864
Middle East & North Africa (excluding high income),,2005,16.008
Middle East & North Africa (excluding high income),,2007,36.334
Middle East & North Africa (excluding high income),,2010,36.113
Middle East & North Africa (excluding high income),,2011,36.844
Middle East & North Africa (excluding high income),,2012,34.047
Middle East & North Africa (excluding high income),,2013,35.743
Middle East & North Africa (excluding high income),,2014,42.027
Middle income,,1985,4.843
Middle income,,1986,4.752
Middle income,,1987,5.234
Middle income,,1988,5.416
Middle income,,1989,5.538
Middle income,,1990,4.191
Middle income,,1991,4.391
Middle income,,1992,14.675
Middle income,,1993,16.051
Middle income,,1994,12.428
Middle income,,1995,11.01
Middle income,,1996,11.157
Middle income,,1997,10.596
Middle income,,1998,11.145
Middle income,,1999,12.322
Middle income,,2000,15.353
Middle income,,2001,17.081
Middle income,,2002,17.719
Middle income,,2003,21.66
Middle income,,2004,23.796
Middle income,,2005,29.837
Middle income,,2006,36.592
Middle income,,2007,43.593
Middle income,,2008,52.279
Middle income,,2009,57.536
Middle income,,2010,70.195
Middle income,,2011,92.36
Middle income,,2012,113.688
Middle income,,2013,144.912
Middle income,,2014,160.313
Middle income,,2015,187.219
Moldova,MDA,1993,18.103
Moldova,MDA,1994,64.21
Moldova,MDA,1995,73.467
Moldova,MDA,1996,78.795
Moldova,MDA,1997,80.729
Moldova,MDA,1998,70.358
Moldova,MDA,1999,70.195
Moldova,MDA,2000,65.941
Moldova,MDA,2001,120.337
Moldova,MDA,2002,65.966
Moldova,MDA,2003,81.099
Moldova,MDA,2004,82.41
Moldova,MDA,2005,104.862
Moldova,MDA,2006,84.514
Moldova,MDA,2007,93.097
Moldova,MDA,2008,76.468
Moldova,MDA,2009,37.581
Moldova,MDA,2010,39.023
Moldova,MDA,2011,27.247
Moldova,MDA,2012,26.127
Moldova,MDA,2013,18.828
Moldova,MDA,2014,18.839
Moldova,MDA,2015,18.007
Monaco,MCO,1985,520.201
Monaco,MCO,1986,344.341
Monaco,MCO,1987,651.309
Monaco,MCO,1988,547.289
Monaco,MCO,1989,307.041
Monaco,MCO,1990,713.339
Monaco,MCO,1991,405.077
Monaco,MCO,1992,301.376
Monaco,MCO,1993,331.807
Monaco,MCO,1994,690.176
Monaco,MCO,1995,423.577
Monaco,MCO,1996,516.679
Monaco,MCO,1997,639.98
Monaco,MCO,1998,126.891
Monaco,MCO,1999,471.698
Monaco,MCO,2000,187.021
Monaco,MCO,2001,185.414
Monaco,MCO,2002,245.181
Monaco,MCO,2003,151.823
Monaco,MCO,2004,210.122
Monaco,MCO,2005,59.184
Monaco,MCO,2006,174.378
Monaco,MCO,2007,313.292
Monaco,MCO,2008,195.242
Monaco,MCO,2009,82.115
Monaco,MCO,2010,161.751
Monaco,MCO,2011,160.013
Monaco,MCO,2012,105.868
Monaco,MCO,2013,131.679
Monaco,MCO,2014,157.348
Monaco,MCO,2015,130.524
Mongolia,MNG,1991,12.624
Mongolia,MNG,1992,11.589
Mongolia,MNG,1993,24.302
Mongolia,MNG,1994,56.128
Mongolia,MNG,1995,56.57
Mongolia,MNG,1996,49.211
Mongolia,MNG,1997,79.634
Mongolia,MNG,1998,62.829
Mongolia,MNG,2001,43.806
Mongolia,MNG,2002,49.516
Mongolia,MNG,2003,67.631
Mongolia,MNG,2004,57.273
Mongolia,MNG,2005,39.581
Mongolia,MNG,2006,40.266
Mongolia,MNG,2009,28.483
Mongolia,MNG,2010,40.551
Mongolia,MNG,2013,46.356
Mongolia,MNG,2014,47.539
Mongolia,MNG,2015,36.616
Montenegro,MNE,2008,4.862
Montenegro,MNE,2010,37.131
Montenegro,MNE,2011,32.254
Montenegro,MNE,2012,59.62
Montenegro,MNE,2013,37.025
Montenegro,MNE,2014,20.907
Montenegro,MNE,2015,36.968
Morocco,MAR,1985,1.553
Morocco,MAR,1986,1.26
Morocco,MAR,1987,3.064
Morocco,MAR,1988,3.464
Morocco,MAR,1989,2.457
Morocco,MAR,1990,2.452
Morocco,MAR,1991,2.171
Morocco,MAR,1993,1.601
Morocco,MAR,1994,4.012
Morocco,MAR,1995,3.287
Morocco,MAR,1996,3.277
Morocco,MAR,1998,3.443
Morocco,MAR,2000,3.605
Morocco,MAR,2004,3.446
Morocco,MAR,2005,4.587
Morocco,MAR,2006,5.766
Morocco,MAR,2007,4.804
Morocco,MAR,2008,5.602
Morocco,MAR,2009,4.22
Morocco,MAR,2010,4.69
Morocco,MAR,2011,5.143
Morocco,MAR,2012,5.91
Morocco,MAR,2013,9.342
Morocco,MAR,2014,10.344
Morocco,MAR,2015,6.436
Mozambique,MOZ,1999,0.114
Mozambique,MOZ,2006,0.046
Mozambique,MOZ,2007,0.811
Mozambique,MOZ,2008,0.088
Mozambique,MOZ,2009,0.298
Mozambique,MOZ,2010,0.619
Mozambique,MOZ,2011,0.321
Mozambique,MOZ,2012,0.545
Mozambique,MOZ,2013,0.492
Mozambique,MOZ,2014,0.514
Mozambique,MOZ,2015,0.857
Namibia,NAM,1990,3.534
Namibia,NAM,1991,2.047
Namibia,NAM,1993,8.333
Nepal,NPL,1992,0.051
Nepal,NPL,1993,0.295
Nepal,NPL,1994,0.192
Nepal,NPL,1995,0.14
Nepal,NPL,2011,0.293
Nepal,NPL,2012,0.145
Nepal,NPL,2013,0.643
Nepal,NPL,2015,0.384
Netherlands,NLD,1985,133.732
Netherlands,NLD,1986,128.051
Netherlands,NLD,1987,134.333
Netherlands,NLD,1988,146.205
Netherlands,NLD,1989,148.496
Netherlands,NLD,1990,143.598
Netherlands,NLD,1991,106.504
Netherlands,NLD,1992,115.449
Netherlands,NLD,1993,113.339
Netherlands,NLD,1994,113.633
Netherlands,NLD,1995,137.331
Netherlands,NLD,1996,151.186
Netherlands,NLD,1997,153.165
Netherlands,NLD,1998,156.043
Netherlands,NLD,1999,160.953
Netherlands,NLD,2000,154.783
Netherlands,NLD,2001,131.495
Netherlands,NLD,2002,131.402
Netherlands,NLD,2003,141.014
Netherlands,NLD,2004,134.322
Netherlands,NLD,2005,135.847
Netherlands,NLD,2006,132.631
Netherlands,NLD,2007,126.91
Netherlands,NLD,2008,147.213
Netherlands,NLD,2009,155.774
Netherlands,NLD,2010,152.088
Netherlands,NLD,2011,154.855
Netherlands,NLD,2012,141.749
Netherlands,NLD,2013,137.761
Netherlands,NLD,2014,136.021
Netherlands,NLD,2015,130.284
New Zealand,NZL,1985,310.431
New Zealand,NZL,1986,294.797
New Zealand,NZL,1987,278.524
New Zealand,NZL,1988,244.564
New Zealand,NZL,1989,244.605
New Zealand,NZL,1990,240.855
New Zealand,NZL,1991,281.251
New Zealand,NZL,1992,291.927
New Zealand,NZL,1993,346.005
New Zealand,NZL,1994,346.409
New Zealand,NZL,1995,349.54
New Zealand,NZL,1996,341.64
New Zealand,NZL,1997,415.73
New Zealand,NZL,1998,309.567
New Zealand,NZL,1999,370.264
New Zealand,NZL,2000,379.242
New Zealand,NZL,2001,455.611
New Zealand,NZL,2002,465.746
New Zealand,NZL,2003,458.135
New Zealand,NZL,2004,399.021
New Zealand,NZL,2005,457.921
New Zealand,NZL,2006,514.506
New Zealand,NZL,2007,447.938
New Zealand,NZL,2008,294.85
New Zealand,NZL,2009,361.409
New Zealand,NZL,2010,364.309
New Zealand,NZL,2011,342.381
New Zealand,NZL,2012,323.269
New Zealand,NZL,2013,363.342
New Zealand,NZL,2014,362.774
New Zealand,NZL,2015,257.632
Nicaragua,NIC,1985,0.539
Nicaragua,NIC,1992,0.693
Nicaragua,NIC,1993,0.452
Nicaragua,NIC,1997,0.627
Nicaragua,NIC,1998,2.464
Nicaragua,NIC,1999,1.818
Nicaragua,NIC,2000,2.785
Nicaragua,NIC,2011,0.344
Nicaragua,NIC,2012,0.681
Nicaragua,NIC,2013,0.505
Nicaragua,NIC,2014,0.166
Nigeria,NGA,1985,0.12
Nigeria,NGA,1990,0.126
Nigeria,NGA,2011,0.393
Nigeria,NGA,2012,0.251
Nigeria,NGA,2013,0.291
North America,,1985,249.183
North America,,1986,252.843
North America,,1987,263.454
North America,,1988,287.211
North America,,1989,311.391
North America,,1990,335.859
North America,,1991,320.531
North America,,1992,334.039
North America,,1993,358.636
North America,,1994,375.347
North America,,1995,427.449
North America,,1996,365.983
North America,,1997,404.876
North America,,1998,452.511
North America,,1999,495.193
North America,,2000,539.889
North America,,2001,574.085
North America,,2002,589.889
North America,,2003,599.259
